date,production
1956-01-01T00:00:00Z,86.6
1956-02-01T00:00:00Z,86.6
1956-03-01T00:00:00Z,86.6
1956-04-01T00:00:00Z,86.6
1956-05-01T00:00:00Z,86.6
1956-06-01T00:00:00Z,86.6
1956-07-01T00:00:00Z,86.6
1956-08-01T00:00:00Z,86.6
1956-09-01T00:00:00Z,86.6
1956-10-01T00:00:00Z,86.6
1956-11-01T00:00:00Z,86.6
1956-12-01T00:00:00Z,86.6
1957-01-01T00:00:00Z,86.6
1957-02-01T00:00:00Z,86.8
1957-03-01T00:00:00Z,86.3
1957-04-01T00:00:00Z,86.1
1957-05-01T00:00:00Z,86.3
1957-06-01T00:00:00Z,86.7
1957-07-01T00:00:00Z,86.9
1957-08-01T00:00:00Z,87.1
1957-09-01T00:00:00Z,87.1
1957-10-01T00:00:00Z,87.4
1957-11-01T00:00:00Z,87.3
1957-12-01T00:00:00Z,87.3
1958-01-01T00:00:00Z,87.6
1958-02-01T00:00:00Z,87.3
1958-03-01T00:00:00Z,87.4
1958-04-01T00:00:00Z,87.5
1958-05-01T00:00:00Z,87.8
1958-06-01T00:00:00Z,87.4
1958-07-01T00:00:00Z,87.5
1958-08-01T00:00:00Z,87.6
1958-09-01T00:00:00Z,87.9
1958-10-01T00:00:00Z,88.1
1958-11-01T00:00:00Z,87.9
1958-12-01T00:00:00Z,87.7
1959-01-01T00:00:00Z,87.8
1959-02-01T00:00:00Z,87.8
1959-03-01T00:00:00Z,88.2
1959-04-01T00:00:00Z,88.4
1959-05-01T00:00:00Z,88.3
1959-06-01T00:00:00Z,88.2
1959-07-01T00:00:00Z,88.1
1959-08-01T00:00:00Z,88.1
1959-09-01T00:00:00Z,88.8
1959-10-01T00:00:00Z,89.1
1959-11-01T00:00:00Z,88.9
1959-12-01T00:00:00Z,89.2
1960-01-01T00:00:00Z,89.0
1960-02-01T00:00:00Z,89.7
1960-03-01T00:00:00Z,90.0
1960-04-01T00:00:00Z,90.4
1960-05-01T00:00:00Z,90.2
1960-06-01T00:00:00Z,90.5
1960-07-01T00:00:00Z,90.7
1960-08-01T00:00:00Z,90.7
1960-09-01T00:00:00Z,91.1
1960-10-01T00:00:00Z,91.0
1960-11-01T00:00:00Z,91.5
1960-12-01T00:00:00Z,92.1
1961-01-01T00:00:00Z,92.0
1961-02-01T00:00:00Z,92.1
1961-03-01T00:00:00Z,91.8
1961-04-01T00:00:00Z,91.7
1961-05-01T00:00:00Z,92.0
1961-06-01T00:00:00Z,92.6
1961-07-01T00:00:00Z,92.7
1961-08-01T00:00:00Z,93.2
1961-09-01T00:00:00Z,93.2
1961-10-01T00:00:00Z,93.1
1961-11-01T00:00:00Z,94.0
1961-12-01T00:00:00Z,94.1
1962-01-01T00:00:00Z,94.5
1962-02-01T00:00:00Z,94.5
1962-03-01T00:00:00Z,94.5
1962-04-01T00:00:00Z,94.5
1962-05-01T00:00:00Z,95.1
1962-06-01T00:00:00Z,95.5
1962-07-01T00:00:00Z,95.4
1962-08-01T00:00:00Z,95.7
1962-09-01T00:00:00Z,95.8
1962-10-01T00:00:00Z,96.2
1962-11-01T00:00:00Z,96.6
1962-12-01T00:00:00Z,96.7
1963-01-01T00:00:00Z,97.2
1963-02-01T00:00:00Z,97.5
1963-03-01T00:00:00Z,98.2
1963-04-01T00:00:00Z,98.7
1963-05-01T00:00:00Z,99.2
1963-06-01T00:00:00Z,99.0
1963-07-01T00:00:00Z,99.6
1963-08-01T00:00:00Z,100.0
1963-09-01T00:00:00Z,100.0
1963-10-01T00:00:00Z,100.9
1963-11-01T00:00:00Z,100.9
1963-12-01T00:00:00Z,101.3
1964-01-01T00:00:00Z,101.9
1964-02-01T00:00:00Z,101.9
1964-03-01T00:00:00Z,102.1
1964-04-01T00:00:00Z,103.4
1964-05-01T00:00:00Z,103.5
1964-06-01T00:00:00Z,104.0
1964-07-01T00:00:00Z,104.8
1964-08-01T00:00:00Z,105.2
1964-09-01T00:00:00Z,105.8
1964-10-01T00:00:00Z,106.0
1964-11-01T00:00:00Z,105.9
1964-12-01T00:00:00Z,106.6
1965-01-01T00:00:00Z,106.9
1965-02-01T00:00:00Z,106.9
1965-03-01T00:00:00Z,107.1
1965-04-01T00:00:00Z,107.8
1965-05-01T00:00:00Z,107.8
1965-06-01T00:00:00Z,108.3
1965-07-01T00:00:00Z,108.5
1965-08-01T00:00:00Z,108.3
1965-09-01T00:00:00Z,108.8
1965-10-01T00:00:00Z,108.8
1965-11-01T00:00:00Z,109.2
1965-12-01T00:00:00Z,109.8
1966-01-01T00:00:00Z,110.2
1966-02-01T00:00:00Z,110.6
1966-03-01T00:00:00Z,111.2
1966-04-01T00:00:00Z,111.1
1966-05-01T00:00:00Z,111.3
1966-06-01T00:00:00Z,111.9
1966-07-01T00:00:00Z,112.3
1966-08-01T00:00:00Z,112.3
1966-09-01T00:00:00Z,112.8
1966-10-01T00:00:00Z,113.1
1966-11-01T00:00:00Z,113.5
1966-12-01T00:00:00Z,113.4
1967-01-01T00:00:00Z,113.9
1967-02-01T00:00:00Z,115.0
1967-03-01T00:00:00Z,116.0
1967-04-01T00:00:00Z,116.3
1967-05-01T00:00:00Z,117.1
1967-06-01T00:00:00Z,117.8
1967-07-01T00:00:00Z,117.5
1967-08-01T00:00:00Z,118.2
1967-09-01T00:00:00Z,118.2
1967-10-01T00:00:00Z,118.3
1967-11-01T00:00:00Z,119.2
1967-12-01T00:00:00Z,119.3
1968-01-01T00:00:00Z,120.0
1968-02-01T00:00:00Z,120.6
1968-03-01T00:00:00Z,121.1
1968-04-01T00:00:00Z,121.3
1968-05-01T00:00:00Z,121.9
1968-06-01T00:00:00Z,121.9
1968-07-01T00:00:00Z,121.9
1968-08-01T00:00:00Z,122.7
1968-09-01T00:00:00Z,122.6
1968-10-01T00:00:00Z,123.4
1968-11-01T00:00:00Z,124.1
1968-12-01T00:00:00Z,124.3
1969-01-01T00:00:00Z,125.1
1969-02-01T00:00:00Z,124.9
1969-03-01T00:00:00Z,124.6
1969-04-01T00:00:00Z,124.9
1969-05-01T00:00:00Z,125.3
1969-06-01T00:00:00Z,125.1
1969-07-01T00:00:00Z,126.5
1969-08-01T00:00:00Z,127.1
1969-09-01T00:00:00Z,127.8
1969-10-01T00:00:00Z,128.4
1969-11-01T00:00:00Z,128.4
1969-12-01T00:00:00Z,128.7
1970-01-01T00:00:00Z,129.4
1970-02-01T00:00:00Z,129.5
1970-03-01T00:00:00Z,129.4
1970-04-01T00:00:00Z,130.5
1970-05-01T00:00:00Z,131.1
1970-06-01T00:00:00Z,131.4
1970-07-01T00:00:00Z,132.1
1970-08-01T00:00:00Z,132.3
1970-09-01T00:00:00Z,133.0
1970-10-01T00:00:00Z,132.8
1970-11-01T00:00:00Z,132.9
1970-12-01T00:00:00Z,133.9
1971-01-01T00:00:00Z,134.5
1971-02-01T00:00:00Z,134.6
1971-03-01T00:00:00Z,135.2
1971-04-01T00:00:00Z,135.9
1971-05-01T00:00:00Z,135.5
1971-06-01T00:00:00Z,136.8
1971-07-01T00:00:00Z,136.7
1971-08-01T00:00:00Z,136.7
1971-09-01T00:00:00Z,137.0
1971-10-01T00:00:00Z,137.5
1971-11-01T00:00:00Z,138.1
1971-12-01T00:00:00Z,138.9
1972-01-01T00:00:00Z,139.2
1972-02-01T00:00:00Z,140.0
1972-03-01T00:00:00Z,141.0
1972-04-01T00:00:00Z,141.2
1972-05-01T00:00:00Z,141.3
1972-06-01T00:00:00Z,142.7
1972-07-01T00:00:00Z,141.9
1972-08-01T00:00:00Z,143.1
1972-09-01T00:00:00Z,143.9
1972-10-01T00:00:00Z,143.9
1972-11-01T00:00:00Z,145.2
1972-12-01T00:00:00Z,146.6
1973-01-01T00:00:00Z,147.2
1973-02-01T00:00:00Z,148.7
1973-03-01T00:00:00Z,148.9
1973-04-01T00:00:00Z,149.1
1973-05-01T00:00:00Z,150.7
1973-06-01T00:00:00Z,151.6
1973-07-01T00:00:00Z,151.9
1973-08-01T00:00:00Z,152.3
1973-09-01T00:00:00Z,153.2
1973-10-01T00:00:00Z,154.3
1973-11-01T00:00:00Z,155.2
1973-12-01T00:00:00Z,155.9
1974-01-01T00:00:00Z,156.4
1974-02-01T00:00:00Z,156.7
1974-03-01T00:00:00Z,157.6
1974-04-01T00:00:00Z,158.1
1974-05-01T00:00:00Z,158.9
1974-06-01T00:00:00Z,159.2
1974-07-01T00:00:00Z,160.8
1974-08-01T00:00:00Z,160.9
1974-09-01T00:00:00Z,160.6
1974-10-01T00:00:00Z,161.1
1974-11-01T00:00:00Z,161.7
1974-12-01T00:00:00Z,160.4
1975-01-01T00:00:00Z,160.6
1975-02-01T00:00:00Z,161.4
1975-03-01T00:00:00Z,161.5
1975-04-01T00:00:00Z,162.5
1975-05-01T00:00:00Z,162.5
1975-06-01T00:00:00Z,161.6
1975-07-01T00:00:00Z,162.0
1975-08-01T00:00:00Z,162.4
1975-09-01T00:00:00Z,162.3
1975-10-01T00:00:00Z,162.2
1975-11-01T00:00:00Z,161.2
1975-12-01T00:00:00Z,161.2
1976-01-01T00:00:00Z,161.8
1976-02-01T00:00:00Z,161.8
1976-03-01T00:00:00Z,161.3
1976-04-01T00:00:00Z,161.3
1976-05-01T00:00:00Z,161.3
1976-06-01T00:00:00Z,161.0
1976-07-01T00:00:00Z,161.3
1976-08-01T00:00:00Z,160.8
1976-09-01T00:00:00Z,161.2
1976-10-01T00:00:00Z,162.2
1976-11-01T00:00:00Z,161.2
1976-12-01T00:00:00Z,162.6
1977-01-01T00:00:00Z,162.7
1977-02-01T00:00:00Z,162.2
1977-03-01T00:00:00Z,163.0
1977-04-01T00:00:00Z,162.9
1977-05-01T00:00:00Z,162.8
1977-06-01T00:00:00Z,163.9
1977-07-01T00:00:00Z,164.2
1977-08-01T00:00:00Z,164.2
1977-09-01T00:00:00Z,164.4
1977-10-01T00:00:00Z,163.3
1977-11-01T00:00:00Z,163.9
1977-12-01T00:00:00Z,164.6
1978-01-01T00:00:00Z,165.0
1978-02-01T00:00:00Z,165.5
1978-03-01T00:00:00Z,165.4
1978-04-01T00:00:00Z,165.7
1978-05-01T00:00:00Z,165.2
1978-06-01T00:00:00Z,165.6
1978-07-01T00:00:00Z,165.3
1978-08-01T00:00:00Z,165.7
1978-09-01T00:00:00Z,165.7
1978-10-01T00:00:00Z,164.9
1978-11-01T00:00:00Z,165.6
1978-12-01T00:00:00Z,165.2
1979-01-01T00:00:00Z,164.4
1979-02-01T00:00:00Z,164.4
1979-03-01T00:00:00Z,164.2
1979-04-01T00:00:00Z,164.0
1979-05-01T00:00:00Z,164.0
1979-06-01T00:00:00Z,163.4
1979-07-01T00:00:00Z,162.5
1979-08-01T00:00:00Z,162.9
1979-09-01T00:00:00Z,163.1
1979-10-01T00:00:00Z,164.2
1979-11-01T00:00:00Z,163.6
1979-12-01T00:00:00Z,161.9
1980-01-01T00:00:00Z,161.6
1980-02-01T00:00:00Z,162.9
1980-03-01T00:00:00Z,163.8
1980-04-01T00:00:00Z,163.5
1980-05-01T00:00:00Z,163.9
1980-06-01T00:00:00Z,163.3
1980-07-01T00:00:00Z,163.4
1980-08-01T00:00:00Z,163.1
1980-09-01T00:00:00Z,163.8
1980-10-01T00:00:00Z,164.2
1980-11-01T00:00:00Z,164.7
1980-12-01T00:00:00Z,164.0
1981-01-01T00:00:00Z,165.1
1981-02-01T00:00:00Z,164.6
1981-03-01T00:00:00Z,164.8
1981-04-01T00:00:00Z,164.6
1981-05-01T00:00:00Z,164.7
1981-06-01T00:00:00Z,163.1
1981-07-01T00:00:00Z,164.8
1981-08-01T00:00:00Z,165.2
1981-09-01T00:00:00Z,165.3
1981-10-01T00:00:00Z,165.1
1981-11-01T00:00:00Z,165.5
1981-12-01T00:00:00Z,167.4
1982-01-01T00:00:00Z,167.2
1982-02-01T00:00:00Z,164.6
1982-03-01T00:00:00Z,163.4
1982-04-01T00:00:00Z,164.1
1982-05-01T00:00:00Z,163.1
1982-06-01T00:00:00Z,162.7
1982-07-01T00:00:00Z,162.7
1982-08-01T00:00:00Z,161.8
1982-09-01T00:00:00Z,161.8
1982-10-01T00:00:00Z,161.2
1982-11-01T00:00:00Z,160.0
1982-12-01T00:00:00Z,160.5
1983-01-01T00:00:00Z,159.6
1983-02-01T00:00:00Z,159.3
1983-03-01T00:00:00Z,159.1
1983-04-01T00:00:00Z,157.9
1983-05-01T00:00:00Z,157.6
1983-06-01T00:00:00Z,159.0
1983-07-01T00:00:00Z,157.8
1983-08-01T00:00:00Z,156.9
1983-09-01T00:00:00Z,156.3
1983-10-01T00:00:00Z,155.2
1983-11-01T00:00:00Z,155.3
1983-12-01T00:00:00Z,154.3
1984-01-01T00:00:00Z,154.2
1984-02-01T00:00:00Z,155.2
1984-03-01T00:00:00Z,155.4
1984-04-01T00:00:00Z,153.8
1984-05-01T00:00:00Z,154.4
1984-06-01T00:00:00Z,154.7
1984-07-01T00:00:00Z,154.2
1984-08-01T00:00:00Z,155.5
1984-09-01T00:00:00Z,154.1
1984-10-01T00:00:00Z,153.7
1984-11-01T00:00:00Z,154.5
1984-12-01T00:00:00Z,154.3
1985-01-01T00:00:00Z,154.5
1985-02-01T00:00:00Z,154.9
1985-03-01T00:00:00Z,154.8
1985-04-01T00:00:00Z,154.8
1985-05-01T00:00:00Z,155.3
1985-06-01T00:00:00Z,154.8
1985-07-01T00:00:00Z,154.7
1985-08-01T00:00:00Z,155.3
1985-09-01T00:00:00Z,154.5
1985-10-01T00:00:00Z,155.2
1985-11-01T00:00:00Z,155.9
1985-12-01T00:00:00Z,154.5
1986-01-01T00:00:00Z,154.4
1986-02-01T00:00:00Z,154.9
1986-03-01T00:00:00Z,153.9
1986-04-01T00:00:00Z,155.2
1986-05-01T00:00:00Z,155.4
1986-06-01T00:00:00Z,155.0
1986-07-01T00:00:00Z,155.2
1986-08-01T00:00:00Z,155.0
1986-09-01T00:00:00Z,155.3
1986-10-01T00:00:00Z,155.9
1986-11-01T00:00:00Z,154.6
1986-12-01T00:00:00Z,154.2
1987-01-01T00:00:00Z,155.3
1987-02-01T00:00:00Z,155.0
1987-03-01T00:00:00Z,155.1
1987-04-01T00:00:00Z,155.9
1987-05-01T00:00:00Z,155.4
1987-06-01T00:00:00Z,155.9
1987-07-01T00:00:00Z,156.4
1987-08-01T00:00:00Z,156.2
1987-09-01T00:00:00Z,157.3
1987-10-01T00:00:00Z,157.1
1987-11-01T00:00:00Z,157.0
1987-12-01T00:00:00Z,159.7
1988-01-01T00:00:00Z,159.8
1988-02-01T00:00:00Z,158.8
1988-03-01T00:00:00Z,159.5
1988-04-01T00:00:00Z,159.2
1988-05-01T00:00:00Z,158.7
1988-06-01T00:00:00Z,159.8
1988-07-01T00:00:00Z,160.1
1988-08-01T00:00:00Z,159.9
1988-09-01T00:00:00Z,160.7
1988-10-01T00:00:00Z,160.4
1988-11-01T00:00:00Z,161.8
1988-12-01T00:00:00Z,162.9
1989-01-01T00:00:00Z,161.7
1989-02-01T00:00:00Z,162.4
1989-03-01T00:00:00Z,162.1
1989-04-01T00:00:00Z,162.2
1989-05-01T00:00:00Z,162.3
1989-06-01T00:00:00Z,162.5
1989-07-01T00:00:00Z,162.3
1989-08-01T00:00:00Z,162.3
1989-09-01T00:00:00Z,162.1
1989-10-01T00:00:00Z,161.6
1989-11-01T00:00:00Z,162.0
1989-12-01T00:00:00Z,162.0
1990-01-01T00:00:00Z,161.7
1990-02-01T00:00:00Z,162.2
1990-03-01T00:00:00Z,162.3
1990-04-01T00:00:00Z,161.6
1990-05-01T00:00:00Z,161.6
1990-06-01T00:00:00Z,161.4
1990-07-01T00:00:00Z,160.9
1990-08-01T00:00:00Z,161.4
1990-09-01T00:00:00Z,160.8
1990-10-01T00:00:00Z,160.5
1990-11-01T00:00:00Z,160.8
1990-12-01T00:00:00Z,160.5
1991-01-01T00:00:00Z,160.7
1991-02-01T00:00:00Z,159.7
1991-03-01T00:00:00Z,159.0
1991-04-01T00:00:00Z,158.9
1991-05-01T00:00:00Z,158.8
1991-06-01T00:00:00Z,157.8
1991-07-01T00:00:00Z,157.6
1991-08-01T00:00:00Z,157.5
1991-09-01T00:00:00Z,157.0
1991-10-01T00:00:00Z,157.2
1991-11-01T00:00:00Z,156.1
1991-12-01T00:00:00Z,154.7
1992-01-01T00:00:00Z,154.3
1992-02-01T00:00:00Z,153.3
1992-03-01T00:00:00Z,153.1
1992-04-01T00:00:00Z,153.0
1992-05-01T00:00:00Z,153.4
1992-06-01T00:00:00Z,152.6
1992-07-01T00:00:00Z,152.8
1992-08-01T00:00:00Z,151.8
1992-09-01T00:00:00Z,151.5
1992-10-01T00:00:00Z,151.8
1992-11-01T00:00:00Z,150.1
1992-12-01T00:00:00Z,149.5
1993-01-01T00:00:00Z,149.2
1993-02-01T00:00:00Z,149.3
1993-03-01T00:00:00Z,149.4
1993-04-01T00:00:00Z,149.4
1993-05-01T00:00:00Z,148.4
1993-06-01T00:00:00Z,148.5
1993-07-01T00:00:00Z,148.2
1993-08-01T00:00:00Z,147.5
1993-09-01T00:00:00Z,147.8
1993-10-01T00:00:00Z,148.0
1993-11-01T00:00:00Z,147.6
1993-12-01T00:00:00Z,148.2
1994-01-01T00:00:00Z,148.0
1994-02-01T00:00:00Z,147.9
1994-03-01T00:00:00Z,147.6
1994-04-01T00:00:00Z,147.7
1994-05-01T00:00:00Z,146.6
1994-06-01T00:00:00Z,147.2
1994-07-01T00:00:00Z,147.2
1994-08-01T00:00:00Z,146.8
1994-09-01T00:00:00Z,147.4
1994-10-01T00:00:00Z,147.6
1994-11-01T00:00:00Z,147.4
1994-12-01T00:00:00Z,146.0
1995-01-01T00:00:00Z,144.1
1995-02-01T00:00:00Z,143.7
1995-03-01T00:00:00Z,144.3
1995-04-01T00:00:00Z,143.1
1995-05-01T00:00:00Z,144.2
1995-06-01T00:00:00Z,145.1
1995-07-01T00:00:00Z,146.5
1995-08-01T00:00:00Z,148.0
